SERIES.MATCH,T_Name,Game,Poss_ID,Team_1,Team_2,Origin,Start_,End_,Lost
102,PE7s,12,9,ARG,POR,Intercept,8,14,HE
102,PE7s,12,10,POR,ARG,Scrum,2,5,HE
102,PE7s,12,11,ARG,POR,Restart,5,14,TRY
102,PE7s,12,12,POR,ARG,Restart,4,11,PEN
102,PE7s,12,13,ARG,POR,PK,5,10,Intercepted
102,PE7s,12,14,POR,ARG,Intercept,6,8,PEN
102,PE7s,12,15,ARG,POR,PK,8,15,Line out infraction
102,PE7s,12,16,POR,ARG,Scrum,1,14,TRY
102,PE7s,12,17,ARG,POR,Restart,5,8,Intercepted
102,PE7s,12,18,POR,ARG,Intercept,8,12,PEN
102,PE7s,12,19,ARG,POR,PK,4,4,Kicked to touch
103,PE7s,13,1,JPN,NZL,Scrum,12,12,Scrum stolen
103,PE7s,13,2,NZL,JPN,Scrum steal,4,12,Tackled to touch
103,PE7s,13,3,JPN,NZL,Line out,4,15,Line out infraction
103,PE7s,13,4,NZL,JPN,Scrum,1,2,PEN
103,PE7s,13,5,JPN,NZL,PK,14,14,Scrum stolen
103,PE7s,13,6,NZL,JPN,Scrum steal,2,14,TRY
103,PE7s,13,7,JPN,NZL,FK,8,11,Poached
103,PE7s,13,8,NZL,JPN,Poach,5,13,TRY
103,PE7s,13,9,JPN,NZL,Restart,5,3,Kicked to touch
103,PE7s,13,10,NZL,JPN,Line out,4,8,PEN
103,PE7s,13,11,JPN,NZL,PK,8,10,Kick
103,PE7s,13,12,NZL,JPN,22,2,2,Kick
103,PE7s,13,13,JPN,NZL,Kick,6,8,PEN
103,PE7s,13,14,NZL,JPN,PK,8,9,Intercepted
103,PE7s,13,15,JPN,NZL,Intercept,7,11,Intercepted
103,PE7s,13,16,NZL,JPN,Intercept,5,15,TRY
103,PE7s,13,17,JPN,NZL,Restart,6,5,HE
103,PE7s,13,18,NZL,JPN,Scrum,11,14,TRY
103,PE7s,13,19,JPN,NZL,Restart,6,2,Poached
103,PE7s,13,20,NZL,JPN,Poach,14,14,TRY
104,PE7s,14,1,ENG,SAM,Restart,5,5,Counter ruck
104,PE7s,14,2,SAM,ENG,Counter ruck,11,14,TRY
104,PE7s,14,3,ENG,SAM,Restart,5,15,TRY
104,PE7s,14,4,ENG,SAM,Scrum,12,10,Tackled to touch
104,PE7s,14,5,SAM,ENG,Line out,6,9,HE
104,PE7s,14,6,ENG,SAM,Scrum,7,15,Poached
104,PE7s,14,7,SAM,ENG,Poach,1,1,Kicked to touch
104,PE7s,14,8,ENG,SAM,Reclaim,12,15,TRY
104,PE7s,14,9,ENG,SAM,Reclaim,11,13,TRY
104,PE7s,14,10,SAM,ENG,Restart,5,8,Intercepted
104,PE7s,14,11,ENG,SAM,Intercept,8,14,TRY
104,PE7s,14,12,SAM,ENG,Restart,4,7,HE
104,PE7s,14,13,ENG,SAM,Scrum,9,6,Kicked to touch
105,PE7s,15,1,RSA,KEN,Restart,2,14,TRY
105,PE7s,15,2,KEN,RSA,Restart,4,2,Counter ruck
105,PE7s,15,3,RSA,KEN,Counter ruck,14,13,HE
105,PE7s,15,4,KEN,RSA,Scrum,3,2,Tackled in goal
105,PE7s,15,5,RSA,KEN,Scrum,14,15,TRY
105,PE7s,15,6,KEN,RSA,Scrum,4,2,HE
105,PE7s,15,7,RSA,KEN,Scrum,14,14,TRY
105,PE7s,15,8,KEN,RSA,Restart,1,4,Poached
105,PE7s,15,9,RSA,KEN,Poach,12,12,Intercepted
105,PE7s,15,10,KEN,RSA,Intercept,4,4,PEN
105,PE7s,15,11,RSA,KEN,PK,12,14,TRY
105,PE7s,15,12,KEN,RSA,Restart,4,8,Poached
105,PE7s,15,13,RSA,KEN,Poach,8,13,TRY
105,PE7s,15,14,KEN,RSA,Restart,4,14,TRY
105,PE7s,15,15,RSA,KEN,Restart,6,15,TRY
105,PE7s,15,16,KEN,RSA,Restart,4,4,Maul
105,PE7s,15,17,RSA,KEN,Scrum,12,8,Kick
105,PE7s,15,18,KEN,RSA,Kick,6,7,HE
105,PE7s,15,19,RSA,KEN,Scrum,9,6,Kicked to touch
106,PE7s,16,1,WAL,USA,Reclaim,11,13,TRY
106,PE7s,16,2,USA,WAL,Restart,6,15,TRY
106,PE7s,16,3,WAL,USA,Scrum,5,15,Intercepted
106,PE7s,16,4,USA,WAL,Intercept,1,14,TRY
106,PE7s,16,5,USA,WAL,Line out,12,10,HE
106,PE7s,16,6,USA,WAL,Reclaim,12,14,TRY
106,PE7s,16,7,WAL,USA,Restart,5,13,TRY
106,PE7s,16,8,USA,WAL,Restart,6,15,Tackled in goal
106,PE7s,16,9,WAL,USA,22,2,4,Intercepted
106,PE7s,16,10,USA,WAL,Intercept,12,14,TRY
106,PE7s,16,11,USA,WAL,Reclaim,11,14,TRY
106,PE7s,16,12,USA,WAL,Reclaim,10,15,TRY
107,PE7s,17,1,FRA,CAN,Scrum,8,11,PEN
107,PE7s,17,2,CAN,FRA,PK,5,10,Poached
107,PE7s,17,3,FRA,CAN,PK,6,11,Intercepted
107,PE7s,17,4,CAN,FRA,Intercept,5,14,TRY
107,PE7s,17,5,FRA,CAN,Restart,5,12,Tackled to touch
107,PE7s,17,6,CAN,FRA,Line out,4,14,TRY
107,PE7s,17,7,FRA,CAN,Restart,5,10,Poached
107,PE7s,17,8,CAN,FRA,Poach,6,14,TRY
107,PE7s,17,9,CAN,FRA,Restart,6,9,Counter ruck
107,PE7s,17,10,FRA,CAN,Counter ruck,7,15,TRY
107,PE7s,17,11,CAN,FRA,Restart,6,13,Intercepted
107,PE7s,17,12,FRA,CAN,Intercept,3,5,TRY
107,PE7s,17,13,CAN,FRA,Restart,5,5,PEN
107,PE7s,17,14,FRA,CAN,PK,11,14,TRY
107,PE7s,17,15,CAN,FRA,Restart,5,5,Counter ruck
107,PE7s,17,16,FRA,CAN,Counter ruck,11,14,TRY
107,PE7s,17,17,FRA,CAN,PK,8,8,Kicked to touch
108,PE7s,18,1,FIJ,SCO,Restart,4,10,Intercepted
108,PE7s,18,2,SCO,FIJ,Intercept,6,6,Intercepted
108,PE7s,18,3,FIJ,SCO,Intercept,10,13,TRY
108,PE7s,18,4,FIJ,SCO,Reclaim,12,14,TRY
108,PE7s,18,5,SCO,FIJ,Restart,6,14,TRY
108,PE7s,18,6,SCO,FIJ,Reclaim,8,9,HE
108,PE7s,18,7,FIJ,SCO,Scrum,7,14,Intercepted
108,PE7s,18,8,SCO,FIJ,Intercept,2,1,Kick
108,PE7s,18,9,FIJ,SCO,Kick,9,14,TRY
108,PE7s,18,10,FIJ,SCO,Scrum,12,8,Intercepted
108,PE7s,18,11,SCO,FIJ,Intercept,8,12,PEN
108,PE7s,18,12,FIJ,SCO,PK,4,8,HE
108,PE7s,18,13,SCO,FIJ,Scrum,8,7,PEN
108,PE7s,18,14,FIJ,SCO,PK,9,5,Kick
108,PE7s,18,15,SCO,FIJ,Kick,2,2,Kicked to touch
108,PE7s,18,16,FIJ,SCO,Line out,13,14,HE
108,PE7s,18,17,SCO,FIJ,Scrum,2,2,Scrum stolen
108,PE7s,18,18,FIJ,SCO,Scrum steal,14,14,PEN
108,PE7s,18,19,SCO,FIJ,PK,2,10,Line out stolen
108,PE7s,18,20,FIJ,SCO,Line out steal,6,5,Counter ruck
108,PE7s,18,21,SCO,FIJ,Counter ruck,11,15,TRY
108,PE7s,18,22,FIJ,SCO,PK,8,8,Kicked to touch
109,PE7s,19,1,POR,ZIM,PK,11,10,HE
109,PE7s,19,2,ZIM,POR,Line out,6,4,HE
109,PE7s,19,3,POR,ZIM,Scrum,12,14,TRY
109,PE7s,19,4,ZIM,POR,Restart,5,2,Kick
109,PE7s,19,5,POR,ZIM,Kick,8,10,HE
109,PE7s,19,6,ZIM,POR,Scrum,6,6,Intercepted
109,PE7s,19,7,POR,ZIM,Intercept,10,13,TRY
109,PE7s,19,8,ZIM,POR,Reclaim,10,8,HE
109,PE7s,19,9,POR,ZIM,Scrum,8,14,TRY
109,PE7s,19,10,POR,ZIM,Line out,7,7,Line out stolen
109,PE7s,19,11,ZIM,POR,Line out steal,9,4,Intercepted
109,PE7s,19,12,POR,ZIM,Intercept,12,12,HE
109,PE7s,19,13,ZIM,POR,Scrum,4,2,Intercepted
109,PE7s,19,14,POR,ZIM,Intercept,14,14,HE
109,PE7s,19,15,ZIM,POR,Scrum,2,6,Tackled to touch
109,PE7s,19,16,POR,ZIM,Line out,10,14,Counter ruck
109,PE7s,19,17,ZIM,POR,Counter ruck,2,14,TRY
110,PE7s,20,1,AUS,ARG,Reclaim,8,13,Tackled to touch
110,PE7s,20,2,ARG,AUS,Line out,3,14,TRY
110,PE7s,20,3,ARG,AUS,Scrum,12,13,TRY
110,PE7s,20,4,AUS,ARG,Restart,4,5,Poached
110,PE7s,20,5,ARG,AUS,Poach,11,13,TRY
110,PE7s,20,6,AUS,ARG,FK,8,7,HE
110,PE7s,20,7,AUS,ARG,Restart,8,14,TRY
110,PE7s,20,8,AUS,ARG,Reclaim,8,11,PEN
110,PE7s,20,9,ARG,AUS,PK,5,15,TRY
110,PE7s,20,10,AUS,ARG,Restart,6,13,TRY
110,PE7s,20,11,ARG,AUS,Restart,4,14,TRY
110,PE7s,20,12,AUS,ARG,Scrum,5,5,Intercepted
110,PE7s,20,13,ARG,AUS,Intercept,11,15,Intercepted
110,PE7s,20,14,AUS,ARG,Intercept,1,13,TRY
111,PE7s,21,1,SAM,JPN,Scrum,11,11,HE
111,PE7s,21,2,JPN,SAM,Scrum,5,5,PEN
111,PE7s,21,3,SAM,JPN,PK,10,14,Intercepted
111,PE7s,21,4,JPN,SAM,Intercept,2,9,HE
111,PE7s,21,5,SAM,JPN,Scrum,11,14,TRY
111,PE7s,21,6,JPN,SAM,Restart,6,8,Poached
111,PE7s,21,7,SAM,JPN,Poach,8,14,TRY
111,PE7s,21,8,JPN,SAM,Restart,3,2,Kicked to touch
111,PE7s,21,9,JPN,SAM,Reclaim,8,15,HE
111,PE7s,21,10,SAM,JPN,Line out,1,1,Line out stolen
111,PE7s,21,11,JPN,SAM,Line out steal,15,13,TRY
111,PE7s,21,12,JPN,SAM,Reclaim,8,11,Intercepted
111,PE7s,21,13,SAM,JPN,Intercept,5,2,Kick
111,PE7s,21,14,JPN,SAM,Kick,8,8,Intercepted
111,PE7s,21,15,SAM,JPN,Intercept,5,10,PEN
111,PE7s,21,16,JPN,SAM,PK,6,14,TRY
111,PE7s,21,17,JPN,SAM,Line out,10,10,HE
111,PE7s,21,18,SAM,JPN,Scrum,6,4,Poached
111,PE7s,21,19,JPN,SAM,Poach,12,15,TRY
112,PE7s,22,1,NZL,ENG,Restart,4,4,PEN
112,PE7s,22,2,ENG,NZL,PK,12,14,Poached
112,PE7s,22,3,NZL,ENG,Poach,2,5,HE
112,PE7s,22,4,ENG,NZL,Scrum,11,10,Intercepted
112,PE7s,22,5,NZL,ENG,Intercept,3,3,Tackled to touch
112,PE7s,22,6,ENG,NZL,Line out,13,13,Intercepted
112,PE7s,22,7,NZL,ENG,Intercept,3,2,Kick
112,PE7s,22,8,ENG,NZL,Kick,7,5,HE
112,PE7s,22,9,NZL,ENG,Scrum,11,11,Scrum stolen
112,PE7s,22,10,ENG,NZL,Scrum steal,5,7,Kick
112,PE7s,22,11,NZL,ENG,22,2,2,Kick
112,PE7s,22,12,ENG,NZL,Kick,5,14,Tackled in goal
112,PE7s,22,13,ENG,NZL,Restart,6,5,HE
112,PE7s,22,14,NZL,ENG,Scrum,11,13,TRY
112,PE7s,22,15,ENG,NZL,Restart,5,9,Tackled to touch
112,PE7s,22,16,NZL,ENG,Line out,7,13,HE
112,PE7s,22,17,ENG,NZL,Scrum,3,5,PEN
112,PE7s,22,18,NZL,ENG,PK,11,11,Kick
113,PE7s,23,1,USA,KEN,Reclaim,12,15,TRY
113,PE7s,23,2,KEN,USA,Scrum,5,7,Tackled to touch
113,PE7s,23,3,USA,KEN,Line out,9,14,TRY
113,PE7s,23,4,KEN,USA,Scrum,8,8,Poached
113,PE7s,23,5,USA,KEN,Poach,8,14,PEN
113,PE7s,23,6,KEN,USA,PK,2,10,Tackled to touch
113,PE7s,23,7,USA,KEN,Line out,6,13,PEN
113,PE7s,23,8,KEN,USA,PK,3,6,Line out stolen
113,PE7s,23,9,USA,KEN,Line out steal,10,10,TRY
113,PE7s,23,10,KEN,USA,Reclaim,11,10,Poached
113,PE7s,23,11,USA,KEN,Poach,6,14,TRY
113,PE7s,23,12,USA,KEN,Reclaim,11,14,TRY
113,PE7s,23,13,KEN,USA,Restart,4,12,HE
113,PE7s,23,14,USA,KEN,Scrum,4,4,HE
113,PE7s,23,15,KEN,USA,Line out,12,11,Poached
113,PE7s,23,16,USA,KEN,Poach,5,6,Poached
113,PE7s,23,17,KEN,USA,Poach,10,13,TRY
114,PE7s,24,1,WAL,RSA,Reclaim,11,12,PEN
114,PE7s,24,2,RSA,WAL,PK,4,4,Kick
114,PE7s,24,3,WAL,RSA,Kick,2,6,Tackled to touch
114,PE7s,24,4,RSA,WAL,Line out,10,10,Line out stolen
114,PE7s,24,5,WAL,RSA,Line out steal,6,6,Poached
114,PE7s,24,6,RSA,WAL,Poach,10,13,TRY
114,PE7s,24,7,WAL,RSA,Restart,1,2,PEN
114,PE7s,24,8,RSA,WAL,PK,14,13,TRY
114,PE7s,24,9,WAL,RSA,Restart,4,1,PEN
114,PE7s,24,10,RSA,WAL,PK,15,13,TRY
114,PE7s,24,11,WAL,RSA,Restart,1,2,PEN
114,PE7s,24,12,RSA,WAL,PK,14,15,TRY
114,PE7s,24,13,WAL,RSA,Restart,4,4,HE
114,PE7s,24,14,RSA,WAL,Scrum,12,11,PEN
114,PE7s,24,15,WAL,RSA,PK,5,8,Intercepted
114,PE7s,24,16,RSA,WAL,Intercept,8,14,TRY
114,PE7s,24,17,WAL,RSA,Restart,1,2,Kick
114,PE7s,24,18,RSA,WAL,Kick,2,7,Poached
114,PE7s,24,19,WAL,RSA,Poach,9,9,Tackled to touch
114,PE7s,24,20,RSA,WAL,Line out,7,7,Line out stolen
114,PE7s,24,21,WAL,RSA,Line out steal,9,10,HE
114,PE7s,24,22,RSA,WAL,Scrum,6,2,Kick
114,PE7s,24,23,WAL,RSA,Kick,3,6,PEN
114,PE7s,24,24,RSA,WAL,PK,10,13,HE
114,PE7s,24,25,WAL,RSA,Scrum,1,6,Tackled to touch
114,PE7s,24,26,RSA,WAL,Line out,10,11,Kick
114,PE7s,24,27,WAL,RSA,Kick,3,3,PEN
114,PE7s,24,28,RSA,WAL,PK,13,14,TRY
115,PE7s,25,1,SAM,WAL,Restart,6,10,Intercepted
115,PE7s,25,2,WAL,SAM,Intercept,6,2,PEN
115,PE7s,25,3,SAM,WAL,PK,14,14,TRY
115,PE7s,25,4,WAL,SAM,Restart,5,5,Poached
115,PE7s,25,5,SAM,WAL,Poach,11,15,TRY
115,PE7s,25,6,WAL,SAM,Restart,5,11,PEN
115,PE7s,25,7,SAM,WAL,PK,5,15,TRY
115,PE7s,25,8,WAL,SAM,Restart,6,14,TRY
115,PE7s,25,9,SAM,WAL,Reclaim,11,14,Counter ruck
115,PE7s,25,10,WAL,SAM,Counter ruck,2,9,PEN
115,PE7s,25,11,SAM,WAL,PK,7,11,Poached
115,PE7s,25,12,WAL,SAM,Poach,5,13,TRY
115,PE7s,25,13,SAM,WAL,Restart,5,14,TRY
115,PE7s,25,14,WAL,SAM,Restart,6,13,TRY
115,PE7s,25,15,SAM,WAL,Restart,6,12,HE
115,PE7s,25,16,WAL,SAM,Scrum,4,14,TRY
115,PE7s,25,17,SAM,WAL,Line out,6,10,Tackled to touch
116,PE7s,26,1,ZIM,CAN,Restart,1,2,Kick
116,PE7s,26,2,CAN,ZIM,Kick,9,15,HE
116,PE7s,26,3,ZIM,CAN,Scrum,1,1,PEN
116,PE7s,26,4,CAN,ZIM,PK,15,15,PEN
116,PE7s,26,5,ZIM,CAN,PK,1,4,Line out stolen
116,PE7s,26,6,CAN,ZIM,Line out steal,12,15,TRY
116,PE7s,26,7,CAN,ZIM,Reclaim,11,13,PEN
116,PE7s,26,8,ZIM,CAN,PK,3,2,Kick
116,PE7s,26,9,CAN,ZIM,Kick,5,13,TRY
116,PE7s,26,10,CAN,ZIM,Restart,6,6,Poached
116,PE7s,26,11,ZIM,CAN,Poach,10,11,Counter ruck
116,PE7s,26,12,CAN,ZIM,Counter ruck,5,14,TRY
116,PE7s,26,13,ZIM,CAN,Restart,2,13,TRY
116,PE7s,26,14,CAN,ZIM,Restart,5,13,TRY
116,PE7s,26,15,ZIM,CAN,Line out,1,1,Line out infraction
116,PE7s,26,16,CAN,ZIM,Scrum,15,15,Maul
116,PE7s,26,17,ZIM,CAN,Scrum,1,13,Tackled to touch
117,PE7s,27,1,JPN,KEN,Restart,5,15,TRY
117,PE7s,27,2,KEN,JPN,Restart,8,14,TRY
117,PE7s,27,3,JPN,KEN,FK,8,14,TRY
117,PE7s,27,4,JPN,KEN,Reclaim,11,15,HE
117,PE7s,27,5,KEN,JPN,Scrum,1,14,TRY
117,PE7s,27,6,KEN,JPN,Restart,6,9,Intercepted
117,PE7s,27,7,JPN,KEN,Intercept,7,5,PEN
117,PE7s,27,8,KEN,JPN,PK,11,14,HE
117,PE7s,27,9,JPN,KEN,22,2,2,Kick
117,PE7s,27,10,KEN,JPN,Kick,12,14,TRY
117,PE7s,27,11,JPN,KEN,Restart,5,5,HE
117,PE7s,27,12,KEN,JPN,Scrum,11,14,TRY
117,PE7s,27,13,JPN,KEN,PK,5,6,HE
118,PE7s,28,1,POR,FRA,Reclaim,11,12,PEN
118,PE7s,28,2,FRA,POR,PK,4,14,TRY
118,PE7s,28,3,POR,FRA,FK,8,14,PEN
118,PE7s,28,4,FRA,POR,PK,2,14,TRY
118,PE7s,28,5,POR,FRA,Restart,5,14,TRY
118,PE7s,28,6,POR,FRA,Reclaim,11,8,Kick
118,PE7s,28,7,FRA,POR,Kick,4,11,PEN
118,PE7s,28,8,POR,FRA,PK,5,4,Intercepted
118,PE7s,28,9,FRA,POR,Intercept,12,14,TRY
118,PE7s,28,10,FRA,POR,Reclaim,10,14,TRY
118,PE7s,28,11,FRA,POR,Reclaim,10,11,PEN
118,PE7s,28,12,POR,FRA,PK,5,4,Poached
118,PE7s,28,13,FRA,POR,Poach,12,14,TRY
118,PE7s,28,14,POR,FRA,Restart,5,11,Intercepted
118,PE7s,28,15,FRA,POR,Intercept,5,15,TRY
118,PE7s,28,16,POR,FRA,FK,8,8,Kick
119,PE7s,29,1,RSA,ENG,Restart,4,15,Tackled to touch
119,PE7s,29,2,ENG,RSA,Line out,1,14,TRY
119,PE7s,29,3,RSA,ENG,Restart,4,13,TRY
119,PE7s,29,4,ENG,RSA,Scrum,4,2,PEN
119,PE7s,29,5,RSA,ENG,PK,14,13,TRY
119,PE7s,29,6,ENG,RSA,Restart,4,14,Intercepted
119,PE7s,29,7,RSA,ENG,Intercept,2,13,TRY
119,PE7s,29,8,ENG,RSA,Restart,4,4,Counter ruck
119,PE7s,29,9,RSA,ENG,Counter ruck,11,14,PEN
119,PE7s,29,10,ENG,RSA,PK,2,2,HE
119,PE7s,29,11,RSA,ENG,Scrum,14,14,PEN
119,PE7s,29,12,ENG,RSA,PK,2,1,Poached
119,PE7s,29,13,RSA,ENG,Poach,13,13,TRY
119,PE7s,29,14,ENG,RSA,Restart,1,5,HE
119,PE7s,29,15,RSA,ENG,Scrum,11,14,TRY
119,PE7s,29,16,ENG,RSA,FK,8,9,HE
120,PE7s,30,1,AUS,FIJ,Reclaim,8,8,Poached
120,PE7s,30,2,FIJ,AUS,Poach,8,13,TRY
120,PE7s,30,3,AUS,FIJ,Restart,5,9,PEN
120,PE7s,30,4,FIJ,AUS,PK,7,14,Poached
120,PE7s,30,5,AUS,FIJ,Poach,2,15,TRY
120,PE7s,30,6,AUS,FIJ,Reclaim,5,14,TRY
120,PE7s,30,7,FIJ,AUS,Line out,1,2,PEN
120,PE7s,30,8,AUS,FIJ,PK,12,13,TRY
120,PE7s,30,9,FIJ,AUS,Reclaim,11,14,TRY
120,PE7s,30,10,FIJ,AUS,Reclaim,12,15,TRY
120,PE7s,30,11,AUS,FIJ,Restart,6,13,TRY
120,PE7s,30,12,AUS,FIJ,Reclaim,11,15,HE
120,PE7s,30,13,FIJ,AUS,Scrum,1,4,HE
120,PE7s,30,14,AUS,FIJ,Scrum,12,11,Poached
120,PE7s,30,15,FIJ,AUS,Poach,5,5,Intercepted
120,PE7s,30,16,AUS,FIJ,Intercept,11,15,TRY
121,PE7s,31,1,USA,NZL,Reclaim,8,14,PEN
121,PE7s,31,2,NZL,USA,PK,2,12,PEN
121,PE7s,31,3,USA,NZL,PK,4,14,Intercepted
121,PE7s,31,4,NZL,USA,Intercept,2,14,TRY
121,PE7s,31,5,USA,NZL,Restart,2,4,Poached
121,PE7s,31,6,NZL,USA,Poach,12,15,TRY
121,PE7s,31,7,USA,NZL,Restart,6,15,Intercepted
121,PE7s,31,8,NZL,USA,Intercept,1,8,PEN
121,PE7s,31,9,USA,NZL,PK,8,14,TRY
121,PE7s,31,10,USA,NZL,Restart,3,7,HE
121,PE7s,31,11,NZL,USA,Line out,9,11,PEN
121,PE7s,31,12,USA,NZL,PK,5,11,PEN
121,PE7s,31,13,NZL,USA,PK,5,14,TRY
121,PE7s,31,14,USA,NZL,Restart,1,6,HE
121,PE7s,31,15,NZL,USA,Line out,10,14,TRY
121,PE7s,31,16,USA,NZL,Restart,6,11,Intercepted
121,PE7s,31,17,NZL,USA,Intercept,5,14,Intercepted
121,PE7s,31,18,USA,NZL,Intercept,2,6,HE
122,PE7s,32,1,SCO,ARG,FK,8,12,HE
122,PE7s,32,2,ARG,SCO,Scrum,4,7,PEN
122,PE7s,32,3,SCO,ARG,PK,9,8,Intercepted
122,PE7s,32,4,ARG,SCO,Intercept,8,10,PEN
122,PE7s,32,5,SCO,ARG,PK,6,4,PEN
122,PE7s,32,6,ARG,SCO,PK,12,14,TRY
122,PE7s,32,7,SCO,ARG,Restart,5,15,TRY
122,PE7s,32,8,SCO,ARG,Reclaim,8,8,PEN
122,PE7s,32,9,ARG,SCO,PK,8,15,TRY
122,PE7s,32,10,SCO,ARG,PK,12,13,TRY
122,PE7s,32,11,SCO,ARG,Reclaim,12,15,TRY
122,PE7s,32,12,ARG,SCO,Restart,4,2,Kick
122,PE7s,32,13,SCO,ARG,Kick,5,6,Intercepted
122,PE7s,32,14,ARG,SCO,Intercept,11,11,Kick
122,PE7s,32,15,SCO,ARG,Kick,2,2,Tackled in goal
122,PE7s,32,16,ARG,SCO,Scrum,14,15,TRY
122,PE7s,32,17,SCO,ARG,Restart,1,1,Tackled to touch
122,PE7s,32,18,ARG,SCO,Line out,15,14,Poached
122,PE7s,32,19,SCO,ARG,Poach,2,4,Poached
122,PE7s,32,20,ARG,SCO,Poach,12,12,HE
122,PE7s,32,21,SCO,ARG,Reclaim,9,11,Intercepted
122,PE7s,32,22,ARG,SCO,Intercept,5,10,Counter ruck
122,PE7s,32,23,SCO,ARG,Counter ruck,6,5,Kick
122,PE7s,32,24,ARG,SCO,Kick,2,14,TRY
123,PE7s,33,1,ZIM,SAM,Restart,5,13,TRY
123,PE7s,33,2,SAM,ZIM,Restart,6,10,Intercepted
123,PE7s,33,3,ZIM,SAM,Intercept,6,6,Kick
123,PE7s,33,4,SAM,ZIM,Kick,1,13,Counter ruck
123,PE7s,33,5,ZIM,SAM,Counter ruck,3,14,TRY
123,PE7s,33,6,SAM,ZIM,FK,8,14,TRY
123,PE7s,33,7,ZIM,SAM,Restart,6,7,HE
123,PE7s,33,8,SAM,ZIM,Restart,6,2,Intercepted
123,PE7s,33,9,ZIM,SAM,Intercept,15,15,HE
123,PE7s,33,10,SAM,ZIM,Scrum,1,13,PEN
123,PE7s,33,11,ZIM,SAM,PK,3,3,Kick
123,PE7s,33,12,SAM,ZIM,Kick,4,14,TRY
123,PE7s,33,13,ZIM,SAM,Restart,5,7,HE
123,PE7s,33,14,SAM,ZIM,Intercept,8,12,PEN
123,PE7s,33,15,ZIM,SAM,PK,4,7,PEN
123,PE7s,33,16,SAM,ZIM,PK,9,14,TRY
123,PE7s,33,17,ZIM,SAM,Scrum,6,4,Tackled to touch
123,PE7s,33,18,SAM,ZIM,Line out,12,12,Kicked to touch
124,PE7s,34,1,POR,JPN,Restart,6,12,Poached
124,PE7s,34,2,JPN,POR,Poach,4,13,TRY
124,PE7s,34,3,POR,JPN,FK,8,14,TRY
124,PE7s,34,4,POR,JPN,Line out,12,13,TRY
124,PE7s,34,5,JPN,POR,Restart,2,6,Line out stolen
124,PE7s,34,6,POR,JPN,Line out steal,10,13,TRY
124,PE7s,34,7,JPN,POR,Restart,5,4,Counter ruck
124,PE7s,34,8,POR,JPN,Counter ruck,12,13,TRY
124,PE7s,34,9,JPN,POR,Restart,5,9,HE
124,PE7s,34,10,POR,JPN,Scrum,7,12,HE
124,PE7s,34,11,JPN,POR,Scrum,4,9,Tackled to touch
124,PE7s,34,12,POR,JPN,Line out,7,8,HE
124,PE7s,34,13,JPN,POR,Scrum,8,15,TRY
124,PE7s,34,14,POR,JPN,Restart,4,9,HE
124,PE7s,34,15,JPN,POR,Scrum,7,14,TRY
125,PE7s,35,1,WAL,CAN,Restart,6,14,TRY
125,PE7s,35,2,WAL,CAN,Scrum,7,11,Maul
125,PE7s,35,3,CAN,WAL,Scrum,5,15,TRY
125,PE7s,35,4,WAL,CAN,Restart,4,4,PEN
125,PE7s,35,5,CAN,WAL,PK,12,11,Intercepted
125,PE7s,35,6,WAL,CAN,Intercept,5,8,Kick
125,PE7s,35,7,CAN,WAL,Kick,5,9,Intercepted
125,PE7s,35,8,WAL,CAN,Intercept,7,12,HE
125,PE7s,35,9,CAN,WAL,Line out,4,5,PEN
125,PE7s,35,10,WAL,CAN,PK,11,14,TRY
125,PE7s,35,11,CAN,WAL,Reclaim,6,14,TRY
125,PE7s,35,12,WAL,CAN,Restart,9,8,Intercepted
125,PE7s,35,13,CAN,WAL,Intercept,8,13,TRY
125,PE7s,35,14,WAL,CAN,Restart,4,8,PEN
125,PE7s,35,15,CAN,WAL,PK,8,14,TRY
125,PE7s,35,16,WAL,CAN,Restart,5,13,HE
125,PE7s,35,17,CAN,WAL,Scrum,3,6,Tackled to touch
125,PE7s,35,18,WAL,CAN,Line out,10,14,Intercepted
125,PE7s,35,19,CAN,WAL,Intercept,5,5,Kicked to touch
126,PE7s,36,1,KEN,FRA,FK,8,7,Intercepted
126,PE7s,36,2,FRA,KEN,Intercept,9,10,PEN
126,PE7s,36,3,KEN,FRA,PK,6,8,Intercepted
126,PE7s,36,4,FRA,KEN,Intercept,8,8,Poached
126,PE7s,36,5,KEN,FRA,Poach,8,15,Tackled in goal
126,PE7s,36,6,FRA,KEN,Line out,1,1,HE
126,PE7s,36,7,KEN,FRA,Scrum,15,10,Intercepted
126,PE7s,36,8,FRA,KEN,Intercept,6,10,Intercepted
126,PE7s,36,9,KEN,FRA,Intercept,6,14,TRY
126,PE7s,36,10,KEN,FRA,Scrum,11,11,Scrum stolen
126,PE7s,36,11,FRA,KEN,Scrum steal,5,13,Tackled to touch
126,PE7s,36,12,KEN,FRA,Line out,3,3,Kicked to touch
126,PE7s,36,13,FRA,KEN,Restart,5,15,TRY
126,PE7s,36,14,KEN,FRA,Restart,4,10,Poached
126,PE7s,36,15,FRA,KEN,Poach,6,11,Kick
126,PE7s,36,16,KEN,FRA,Kick,2,14,TRY
126,PE7s,36,17,FRA,KEN,FK,8,14,TRY
126,PE7s,36,18,KEN,FRA,Scrum,6,4,Tackled to touch
127,PE7s,37,1,ENG,FIJ,Restart,5,5,Poached
127,PE7s,37,2,FIJ,ENG,Poach,11,14,TRY
